Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,CompetitionOpenSince,StoreType_a,StoreType_b,StoreType_c,StoreType_d,Assortment_a,Assortment_b,Assortment_c
241,d,c,780.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,0,0,1
242,d,a,6880.0,9.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2001-09-01,0,0,0,1,1,0,0
243,a,a,310.0,12.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2012-12-01,1,0,0,0,1,0,0
244,d,a,710.0,3.0,2012.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2012-03-01,0,0,0,1,1,0,0
245,a,c,1310.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
246,c,a,4660.0,4.0,2013.0,0,,,,2013-04-01,0,0,1,0,1,0,0
247,d,c,70.0,11.0,2010.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2010-11-01,0,0,0,1,0,0,1
248,a,c,340.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",2012-09-01,1,0,0,0,0,0,1
249,d,c,18010.0,9.0,2014.0,0,,,,2014-09-01,0,0,0,1,0,0,1
250,d,a,3520.0,12.0,2012.0,1,18.0,2012.0,"Feb,May,Aug,Nov",2012-12-01,0,0,0,1,1,0,0
251,a,c,340.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
252,d,c,22330.0,12.0,2012.0,1,5.0,2010.0,"Feb,May,Aug,Nov",2012-12-01,0,0,0,1,0,0,1
253,a,c,250.0,12.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2012-12-01,1,0,0,0,0,0,1
254,d,a,330.0,3.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec",2008-03-01,0,0,0,1,1,0,0
255,c,c,4630.0,3.0,2011.0,1,35.0,2011.0,"Feb,May,Aug,Nov",2011-03-01,0,0,1,0,0,0,1
256,a,c,80.0,9.0,2005.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2005-09-01,1,0,0,0,0,0,1
257,a,a,420.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
258,a,a,27190.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2010-07-01,1,0,0,0,1,0,0
259,b,b,210.0,12.0,2012.0,0,,,,2012-12-01,0,1,0,0,0,1,0
260,a,a,540.0,10.0,2011.0,0,,,,2011-10-01,1,0,0,0,1,0,0
261,d,c,15340.0,4.0,2015.0,1,39.0,2009.0,"Jan,Apr,Jul,Oct",2015-04-01,0,0,0,1,0,0,1
262,b,a,1180.0,5.0,2013.0,0,,,,2013-05-01,0,1,0,0,1,0,0
263,a,c,1140.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2013-05-01,1,0,0,0,0,0,1
264,a,a,180.0,3.0,2014.0,0,,,,2014-03-01,1,0,0,0,1,0,0
265,a,a,4580.0,12.0,2012.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,1,0,0
266,a,c,360.0,3.0,2014.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",2014-03-01,1,0,0,0,0,0,1
267,c,a,2460.0,1.0,2012.0,0,,,,2012-01-01,0,0,1,0,1,0,0
268,a,a,4520.0,2.0,2014.0,0,,,,2014-02-01,1,0,0,0,1,0,0
269,a,c,60.0,6.0,2015.0,0,,,,2015-06-01,1,0,0,0,0,0,1
270,a,a,1450.0,7.0,2014.0,0,,,,2014-07-01,1,0,0,0,1,0,0
271,a,a,420.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,1,0,0
272,a,a,16180.0,7.0,2003.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2003-07-01,1,0,0,0,1,0,0
273,a,c,8480.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
274,b,b,3640.0,12.0,2012.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct",2012-12-01,0,1,0,0,0,1,0
275,d,a,300.0,5.0,2014.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2014-05-01,0,0,0,1,1,0,0
276,a,a,2960.0,10.0,2014.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",2014-10-01,1,0,0,0,1,0,0
277,d,c,7840.0,12.0,2012.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2012-12-01,0,0,0,1,0,0,1
278,a,c,9260.0,2.0,2010.0,0,,,,2010-02-01,1,0,0,0,0,0,1
279,d,c,2320.0,12.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,0,0,1
280,d,c,18640.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2013-09-01,0,0,0,1,0,0,1
281,d,c,6970.0,9.0,2011.0,0,,,,2011-09-01,0,0,0,1,0,0,1
282,a,a,1220.0,12.0,2010.0,0,,,,2010-12-01,1,0,0,0,1,0,0
283,a,a,2260.0,12.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,1,0,0
284,d,a,1290.0,12.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,1,0,0
285,a,a,2410.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
286,a,a,1460.0,4.0,2015.0,0,,,,2015-04-01,1,0,0,0,1,0,0
287,c,a,2740.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2009-05-01,0,0,1,0,1,0,0
288,d,a,800.0,12.0,2012.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec",2012-12-01,0,0,0,1,1,0,0
289,d,a,6540.0,12.0,2007.0,0,,,,2007-12-01,0,0,0,1,1,0,0
290,a,a,4150.0,5.0,2001.0,0,,,,2001-05-01,1,0,0,0,1,0,0
291,d,a,80000.0,10.0,2015.0,0,,,,2015-10-01,0,0,0,1,1,0,0
292,a,a,1100.0,6.0,2009.0,0,,,,2009-06-01,1,0,0,0,1,0,0
293,c,c,140.0,11.0,2007.0,0,,,,2007-11-01,0,0,1,0,0,0,1
294,a,a,3150.0,5.0,2005.0,0,,,,2005-05-01,1,0,0,0,1,0,0
295,a,a,210.0,11.0,2000.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",2000-11-01,1,0,0,0,1,0,0
296,a,a,9580.0,5.0,2007.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2007-05-01,1,0,0,0,1,0,0
297,a,a,2300.0,9.0,2010.0,0,,,,2010-09-01,1,0,0,0,1,0,0
298,d,a,19840.0,7.0,2009.0,0,,,,2009-07-01,0,0,0,1,1,0,0
299,d,c,38630.0,9.0,2012.0,0,,,,2012-09-01,0,0,0,1,0,0,1
300,a,c,120.0,4.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2009-04-01,1,0,0,0,0,0,1
301,a,c,4510.0,3.0,2015.0,0,,,,2015-03-01,1,0,0,0,0,0,1
302,d,c,2190.0,12.0,2007.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",2007-12-01,0,0,0,1,0,0,1
303,a,a,15430.0,11.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2012-11-01,1,0,0,0,1,0,0
304,a,a,1950.0,7.0,2015.0,0,,,,2015-07-01,1,0,0,0,1,0,0
305,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2005-02-01,0,0,1,0,0,0,1
306,a,a,5100.0,4.0,2007.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2007-04-01,1,0,0,0,1,0,0
307,a,a,18660.0,9.0,2002.0,0,,,,2002-09-01,1,0,0,0,1,0,0
308,a,a,1070.0,12.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2006-12-01,1,0,0,0,1,0,0
309,d,a,8740.0,12.0,2012.0,1,37.0,2009.0,"Feb,May,Aug,Nov",2012-12-01,0,0,0,1,1,0,0
310,a,c,2290.0,12.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2012-12-01,1,0,0,0,0,0,1
311,a,c,680.0,7.0,2005.0,0,,,,2005-07-01,1,0,0,0,0,0,1
312,d,a,11300.0,3.0,2012.0,0,,,,2012-03-01,0,0,0,1,1,0,0
313,d,c,14160.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,0,0,1
314,a,a,3560.0,10.0,2001.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2001-10-01,1,0,0,0,1,0,0
315,a,c,38710.0,4.0,2013.0,0,,,,2013-04-01,1,0,0,0,0,0,1
316,d,a,9000.0,8.0,2001.0,0,,,,2001-08-01,0,0,0,1,1,0,0
317,d,a,3140.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2013-07-01,0,0,0,1,1,0,0
318,d,c,32330.0,3.0,2014.0,0,,,,2014-03-01,0,0,0,1,0,0,1
319,a,c,570.0,9.0,2012.0,1,27.0,2012.0,"Mar,Jun,Sept,Dec",2012-09-01,1,0,0,0,0,0,1
320,a,c,210.0,9.0,2012.0,0,,,,2012-09-01,1,0,0,0,0,0,1
321,c,c,8140.0,11.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2013-11-01,0,0,1,0,0,0,1
322,a,a,17500.0,4.0,2001.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2001-04-01,1,0,0,0,1,0,0
323,d,c,8400.0,4.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2012-04-01,0,0,0,1,0,0,1
324,a,a,13140.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,1,0,0
325,a,c,350.0,3.0,2011.0,1,22.0,2011.0,"Feb,May,Aug,Nov",2011-03-01,1,0,0,0,0,0,1
326,d,a,10070.0,5.0,2015.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015-05-01,0,0,0,1,1,0,0
327,c,c,1390.0,12.0,2004.0,0,,,,2004-12-01,0,0,1,0,0,0,1
328,a,a,3130.0,7.0,2002.0,0,,,,2002-07-01,1,0,0,0,1,0,0
329,a,a,1310.0,6.0,1990.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",1990-06-01,1,0,0,0,1,0,0
330,a,c,370.0,12.0,2012.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2012-12-01,1,0,0,0,0,0,1
331,a,c,670.0,12.0,2012.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,0,0,1
332,a,a,1840.0,3.0,2006.0,0,,,,2006-03-01,1,0,0,0,1,0,0
333,a,c,3720.0,2.0,2010.0,0,,,,2010-02-01,1,0,0,0,0,0,1
334,d,c,4040.0,8.0,2008.0,1,18.0,2013.0,"Mar,Jun,Sept,Dec",2008-08-01,0,0,0,1,0,0,1
335,b,a,90.0,12.0,2012.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2012-12-01,0,1,0,0,1,0,0
336,a,a,190.0,7.0,2014.0,0,,,,2014-07-01,1,0,0,0,1,0,0
337,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2005-07-01,0,0,0,1,0,0,1
338,a,c,1590.0,12.0,2012.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,0,0,1
339,a,c,2280.0,12.0,2012.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",2012-12-01,1,0,0,0,0,0,1
340,a,c,8080.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
341,a,a,190.0,9.0,2011.0,0,,,,2011-09-01,1,0,0,0,1,0,0
342,d,c,15770.0,12.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,0,0,1
343,d,a,18650.0,4.0,2004.0,1,14.0,2014.0,"Jan,Apr,Jul,Oct",2004-04-01,0,0,0,1,1,0,0
344,a,c,300.0,4.0,2011.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2011-04-01,1,0,0,0,0,0,1
345,a,a,120.0,12.0,2012.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,1,0,0
346,a,c,8090.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
347,d,c,9360.0,7.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2013-07-01,0,0,0,1,0,0,1
348,a,a,16490.0,12.0,2012.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,1,0,0
349,c,c,1490.0,4.0,2009.0,0,,,,2009-04-01,0,0,1,0,0,0,1
350,d,a,8880.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,1,0,0
351,a,a,5290.0,11.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2012-11-01,1,0,0,0,1,0,0
352,d,c,6360.0,12.0,2012.0,1,40.0,2012.0,"Mar,Jun,Sept,Dec",2012-12-01,0,0,0,1,0,0,1
353,b,b,900.0,12.0,2012.0,1,14.0,2013.0,"Feb,May,Aug,Nov",2012-12-01,0,1,0,0,0,1,0
354,d,c,1500.0,10.0,2005.0,0,,,,2005-10-01,0,0,0,1,0,0,1
355,a,c,9720.0,8.0,2013.0,0,,,,2013-08-01,1,0,0,0,0,0,1
356,d,c,8970.0,12.0,2007.0,1,22.0,2012.0,"Feb,May,Aug,Nov",2007-12-01,0,0,0,1,0,0,1
357,a,a,2060.0,10.0,2008.0,0,,,,2008-10-01,1,0,0,0,1,0,0
358,a,a,2890.0,10.0,2003.0,0,,,,2003-10-01,1,0,0,0,1,0,0
359,d,c,4370.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,0,0,1
360,a,a,2040.0,6.0,2007.0,0,,,,2007-06-01,1,0,0,0,1,0,0
361,c,c,4490.0,5.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2014-05-01,0,0,1,0,0,0,1
362,c,c,340.0,12.0,2012.0,0,,,,2012-12-01,0,0,1,0,0,0,1
363,a,a,250.0,9.0,2009.0,0,,,,2009-09-01,1,0,0,0,1,0,0
364,a,c,13620.0,12.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2012-12-01,1,0,0,0,0,0,1
365,c,a,2410.0,12.0,2012.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2012-12-01,0,0,1,0,1,0,0
366,d,c,6470.0,12.0,2004.0,0,,,,2004-12-01,0,0,0,1,0,0,1
367,d,c,2640.0,9.0,2012.0,0,,,,2012-09-01,0,0,0,1,0,0,1
368,d,c,1450.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2005-04-01,0,0,0,1,0,0,1
369,d,c,5870.0,4.0,2014.0,0,,,,2014-04-01,0,0,0,1,0,0,1
370,d,a,8250.0,10.0,2000.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct",2000-10-01,0,0,0,1,1,0,0
371,d,c,1970.0,7.0,2009.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2009-07-01,0,0,0,1,0,0,1
372,d,c,4880.0,8.0,2010.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct",2010-08-01,0,0,0,1,0,0,1
373,d,c,11120.0,12.0,2012.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,0,0,1
374,a,a,1150.0,9.0,2007.0,0,,,,2007-09-01,1,0,0,0,1,0,0
375,a,c,15710.0,2.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2013-02-01,1,0,0,0,0,0,1
376,a,a,160.0,8.0,2012.0,0,,,,2012-08-01,1,0,0,0,1,0,0
377,a,c,100.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov",2010-06-01,1,0,0,0,0,0,1
378,a,c,2140.0,8.0,2012.0,0,,,,2012-08-01,1,0,0,0,0,0,1
379,d,a,6630.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,1,0,0
380,a,a,2240.0,5.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2013-05-01,1,0,0,0,1,0,0
381,a,a,1800.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2006-11-01,1,0,0,0,1,0,0
382,c,c,26130.0,11.0,2002.0,0,,,,2002-11-01,0,0,1,0,0,0,1
383,a,c,350.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
384,a,c,130.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,0,0,1
385,d,a,4580.0,9.0,2007.0,0,,,,2007-09-01,0,0,0,1,1,0,0
386,d,c,1460.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2014-04-01,0,0,0,1,0,0,1
387,c,a,210.0,12.0,2012.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",2012-12-01,0,0,1,0,1,0,0
388,a,a,2260.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
389,a,c,6690.0,8.0,2011.0,0,,,,2011-08-01,1,0,0,0,0,0,1
390,a,c,1600.0,4.0,2009.0,0,,,,2009-04-01,1,0,0,0,0,0,1
391,a,a,460.0,11.0,2014.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2014-11-01,1,0,0,0,1,0,0
392,a,a,2120.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
393,d,c,4820.0,3.0,2008.0,0,,,,2008-03-01,0,0,0,1,0,0,1
394,d,a,10850.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,1,0,0
395,a,a,3620.0,2.0,2013.0,0,,,,2013-02-01,1,0,0,0,1,0,0
396,a,c,23130.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
397,a,c,130.0,12.0,2012.0,1,27.0,2013.0,"Feb,May,Aug,Nov",2012-12-01,1,0,0,0,0,0,1
398,c,c,1540.0,12.0,2012.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,1,0,0,0,1
399,a,a,5360.0,9.0,2012.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2012-09-01,1,0,0,0,1,0,0
400,a,a,70.0,11.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2004-11-01,1,0,0,0,1,0,0
401,a,c,9200.0,10.0,2009.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",2009-10-01,1,0,0,0,0,0,1
402,c,c,5830.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2011-09-01,0,0,1,0,0,0,1
403,a,a,4970.0,7.0,2015.0,0,,,,2015-07-01,1,0,0,0,1,0,0
404,a,c,1420.0,12.0,2012.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",2012-12-01,1,0,0,0,0,0,1
405,a,a,1080.0,4.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2008-04-01,1,0,0,0,1,0,0
406,d,c,8240.0,3.0,2001.0,1,10.0,2013.0,"Feb,May,Aug,Nov",2001-03-01,0,0,0,1,0,0,1
407,a,a,5890.0,10.0,2003.0,1,14.0,2011.0,"Feb,May,Aug,Nov",2003-10-01,1,0,0,0,1,0,0
408,c,a,1560.0,12.0,2012.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2012-12-01,0,0,1,0,1,0,0
409,d,c,840.0,12.0,2012.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,0,0,1
410,c,a,40.0,11.0,2011.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2011-11-01,0,0,1,0,1,0,0
411,d,c,8460.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,0,0,1
412,d,c,4460.0,12.0,2012.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,0,0,1
413,a,c,760.0,9.0,2014.0,0,,,,2014-09-01,1,0,0,0,0,0,1
414,d,c,6210.0,12.0,2012.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,0,0,1
415,d,c,6910.0,4.0,2005.0,0,,,,2005-04-01,0,0,0,1,0,0,1
416,a,c,4650.0,6.0,2014.0,0,,,,2014-06-01,1,0,0,0,0,0,1
417,a,c,840.0,12.0,2012.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2012-12-01,1,0,0,0,0,0,1
418,a,a,1060.0,5.0,2009.0,1,27.0,2011.0,"Feb,May,Aug,Nov",2009-05-01,1,0,0,0,1,0,0
419,c,a,1620.0,9.0,2009.0,0,,,,2009-09-01,0,0,1,0,1,0,0
420,d,c,250.0,12.0,2012.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,0,0,1
421,c,c,3530.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",2012-06-01,0,0,1,0,0,0,1
422,a,c,2880.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
423,b,a,1270.0,5.0,2014.0,0,,,,2014-05-01,0,1,0,0,1,0,0
424,d,c,1250.0,12.0,2012.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,0,0,1
425,d,c,1460.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,0,0,1
426,a,a,250.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
427,a,c,70.0,7.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2005-07-01,1,0,0,0,0,0,1
428,d,a,2960.0,12.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec",2014-12-01,0,0,0,1,1,0,0
429,d,c,16350.0,7.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2005-07-01,0,0,0,1,0,0,1
430,d,c,12870.0,10.0,2008.0,0,,,,2008-10-01,0,0,0,1,0,0,1
431,d,c,4520.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,0,0,1
432,a,a,810.0,5.0,2013.0,0,,,,2013-05-01,1,0,0,0,1,0,0
433,a,c,30030.0,11.0,2010.0,0,,,,2010-11-01,1,0,0,0,0,0,1
434,a,a,13020.0,8.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2003-08-01,1,0,0,0,1,0,0
435,a,a,910.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
436,d,a,2300.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,1,0,0
437,c,c,430.0,12.0,2012.0,1,50.0,2010.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,1,0,0,0,1
438,d,c,1110.0,12.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,0,0,1
439,a,a,1350.0,9.0,2009.0,0,,,,2009-09-01,1,0,0,0,1,0,0
440,d,a,3900.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2005-04-01,0,0,0,1,1,0,0
441,d,a,2530.0,12.0,2012.0,0,,,,2012-12-01,0,0,0,1,1,0,0
442,c,a,500.0,12.0,2012.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2012-12-01,0,0,1,0,1,0,0
443,d,a,11400.0,12.0,2005.0,0,,,,2005-12-01,0,0,0,1,1,0,0
444,c,a,1700.0,11.0,2009.0,0,,,,2009-11-01,0,0,1,0,1,0,0
445,a,a,240.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
446,a,a,340.0,10.0,2000.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2000-10-01,1,0,0,0,1,0,0
447,a,c,1510.0,9.0,2013.0,0,,,,2013-09-01,1,0,0,0,0,0,1
448,a,c,3970.0,9.0,2009.0,0,,,,2009-09-01,1,0,0,0,0,0,1
449,a,c,120.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2014-12-01,1,0,0,0,0,0,1
450,c,a,5780.0,11.0,1994.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",1994-11-01,0,0,1,0,1,0,0
451,a,a,2460.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2009-04-01,1,0,0,0,1,0,0
452,a,c,1850.0,8.0,2013.0,1,5.0,2011.0,"Feb,May,Aug,Nov",2013-08-01,1,0,0,0,0,0,1
453,a,c,75860.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
454,a,a,26450.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
455,d,c,7660.0,9.0,2010.0,0,,,,2010-09-01,0,0,0,1,0,0,1
456,a,c,140.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
457,d,c,13140.0,12.0,2012.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2012-12-01,0,0,0,1,0,0,1
458,c,a,3390.0,12.0,2012.0,0,,,,2012-12-01,0,0,1,0,1,0,0
459,a,a,250.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2008-09-01,1,0,0,0,1,0,0
460,a,a,34050.0,4.0,2008.0,0,,,,2008-04-01,1,0,0,0,1,0,0
461,d,c,1790.0,7.0,2013.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",2013-07-01,0,0,0,1,0,0,1
462,a,a,44320.0,8.0,2008.0,0,,,,2008-08-01,1,0,0,0,1,0,0
463,a,a,4160.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
464,c,a,520.0,3.0,2009.0,0,,,,2009-03-01,0,0,1,0,1,0,0
465,d,c,10890.0,4.0,2005.0,0,,,,2005-04-01,0,0,0,1,0,0,1
466,a,c,3110.0,3.0,2003.0,0,,,,2003-03-01,1,0,0,0,0,0,1
467,a,c,20390.0,4.0,2008.0,0,,,,2008-04-01,1,0,0,0,0,0,1
468,c,c,5260.0,9.0,2012.0,0,,,,2012-09-01,0,0,1,0,0,0,1
469,c,c,710.0,9.0,2005.0,0,,,,2005-09-01,0,0,1,0,0,0,1
470,a,c,50.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,0,0,1
471,d,a,5300.0,12.0,2012.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2012-12-01,0,0,0,1,1,0,0
472,c,c,5030.0,8.0,2011.0,0,,,,2011-08-01,0,0,1,0,0,0,1
473,a,a,50.0,12.0,2012.0,0,,,,2012-12-01,1,0,0,0,1,0,0
474,c,a,14810.0,12.0,2012.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec",2012-12-01,0,0,1,0,1,0,0
475,a,a,140.0,9.0,2005.0,0,,,,2005-09-01,1,0,0,0,1,0,0
476,d,a,8300.0,9.0,2006.0,0,,,,2006-09-01,0,0,0,1,1,0,0
477,d,a,770.0,7.0,2010.0,1,35.0,2010.0,"Jan,Apr,Jul,Oct",2010-07-01,0,0,0,1,1,0,0
478,d,c,1940.0,3.0,2012.0,0,,,,2012-03-01,0,0,0,1,0,0,1
479,a,a,320.0,12.0,2005.0,1,9.0,2011.0,"Feb,May,Aug,Nov",2005-12-01,1,0,0,0,1,0,0
480,a,a,300.0,11.0,2012.0,0,,,,2012-11-01,1,0,0,0,1,0,0
481,c,c,7470.0,12.0,2012.0,1,44.0,2012.0,"Feb,May,Aug,Nov",2012-12-01,0,0,1,0,0,0,1
482,c,a,2550.0,10.0,2005.0,0,,,,2005-10-01,0,0,1,0,1,0,0
